序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
01672,="10:28:33.652",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01673,="10:28:33.712",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01674,="10:28:33.712",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01675,="10:28:33.742",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01676,="10:28:33.742",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01677,="10:28:33.803",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01678,="10:28:33.803",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01679,="10:28:33.862",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01680,="10:28:33.862",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01681,="10:28:33.892",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01682,="10:28:33.892",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01683,="10:28:33.953",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01684,="10:28:33.953",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01685,="10:28:34.016",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01686,="10:28:34.016",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01687,="10:28:34.046",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01688,="10:28:34.046",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01689,="10:28:34.107",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01690,="10:28:34.107",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01691,="10:28:34.167",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01692,="10:28:34.167",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01693,="10:28:34.226",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01694,="10:28:34.226",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01695,="10:28:34.289",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01696,="10:28:34.289",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01697,="10:28:34.319",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01698,="10:28:34.319",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01699,="10:28:34.379",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01700,="10:28:34.379",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01701,="10:28:34.440",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 BB 
01702,="10:28:34.440",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01703,="10:28:34.471",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BB 
01704,="10:28:34.471",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01705,="10:28:34.530",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BB 
01706,="10:28:34.530",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01707,="10:28:34.590",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BB 
01708,="10:28:34.590",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
01709,="10:28:34.623",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01710,="10:28:34.623",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01711,="10:28:34.683",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| FF 5D 
01712,="10:28:34.683",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01713,="10:28:34.744",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01714,="10:28:34.744",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01715,="10:28:34.774",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01716,="10:28:34.774",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01717,="10:28:34.838",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01718,="10:28:34.838",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01719,="10:28:34.896",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01720,="10:28:34.896",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01721,="10:28:34.927",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01722,="10:28:34.927",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01723,="10:28:34.988",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01724,="10:28:34.988",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01725,="10:28:35.045",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01726,="10:28:35.045",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01727,="10:28:35.077",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01728,="10:28:35.077",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01729,="10:28:35.138",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01730,="10:28:35.138",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01731,="10:28:35.201",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01732,="10:28:35.201",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01733,="10:28:35.275",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01734,="10:28:35.275",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01735,="10:28:35.335",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01736,="10:28:35.335",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01737,="10:28:35.367",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01738,="10:28:35.367",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01739,="10:28:35.432",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01740,="10:28:35.432",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01741,="10:28:35.491",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 BD 
01742,="10:28:35.491",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01743,="10:28:35.523",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BD 
01744,="10:28:35.523",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01745,="10:28:35.584",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BD 
01746,="10:28:35.584",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01747,="10:28:35.652",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BD 
01748,="10:28:35.652",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
01749,="10:28:35.682",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01750,="10:28:35.682",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01751,="10:28:35.742",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| FF 5D 
01752,="10:28:35.742",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01753,="10:28:35.803",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01754,="10:28:35.803",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01755,="10:28:35.835",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01756,="10:28:35.835",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01757,="10:28:35.895",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01758,="10:28:35.895",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01759,="10:28:35.956",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01760,="10:28:35.956",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01761,="10:28:35.985",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01762,="10:28:36.017",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01763,="10:28:36.047",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01764,="10:28:36.047",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01765,="10:28:36.104",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01766,="10:28:36.104",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01767,="10:28:36.169",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01768,="10:28:36.169",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01769,="10:28:36.199",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01770,="10:28:36.199",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01771,="10:28:36.260",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01772,="10:28:36.260",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01773,="10:28:36.323",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01774,="10:28:36.323",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01775,="10:28:36.380",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01776,="10:28:36.380",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01777,="10:28:36.410",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01778,="10:28:36.410",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01779,="10:28:36.471",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01780,="10:28:36.471",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01781,="10:28:36.531",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 B8 
01782,="10:28:36.531",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01783,="10:28:36.562",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 B8 
01784,="10:28:36.562",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01785,="10:28:36.623",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 B8 
01786,="10:28:36.623",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01787,="10:28:36.683",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 B8 
01788,="10:28:36.683",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
01789,="10:28:36.715",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01790,="10:28:36.715",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01791,="10:28:36.774",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 78 
01792,="10:28:36.774",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01793,="10:28:36.834",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 78 
01794,="10:28:36.834",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01795,="10:28:36.895",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 78 
01796,="10:28:36.895",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01797,="10:28:36.925",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01798,="10:28:36.925",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01799,="10:28:36.985",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01800,="10:28:36.985",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01801,="10:28:37.046",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01802,="10:28:37.046",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01803,="10:28:37.076",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
